Produit,Cout_Produit_AED,Prix_Vente_AED,Food_Cost_%,Ingredient,Unite,Cout_Unite_AED,Quantite,Sous_Total_Cout_AED,Order_Types,Maj_Par
Pecan Cookie,3.01,25.0,12.64,Pecan Cookies,piece,3.013,1.0,3.013,All,Muhammad Muneer
Pecan Cookie,3.01,0.0,0,Pecan Cookies,piece,3.013,1.0,3.013,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Garlic,gms,0.007,2.0,0.013,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Pesto sauce (1 gm),ml,0.184,80.0,14.731,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Baguette,piece,1.194,0.2,0.239,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Cream Cooking,ml,0.012,70.0,0.805,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Cheese Parmesan Block,gms,0.043,20.0,0.859,All,Muhammad Muneer
Pesto pasta,18.41,55.0,35.15,Pasta Penne Rigate,gms,0.011,160.0,1.76,All,Muhammad Muneer
Piccolo,2.91,19.0,16.08,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
Piccolo,2.91,19.0,16.08,Milk Full Cream,ml,0.004,140.0,0.619,All,Muhammad Muneer
Piccolo,2.91,19.0,16.08,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,100.0,0.288,All,Muhammad Muneer
Piccolo,2.36,0.0,0,Milk Full Cream,ml,0.004,80.0,0.354,All,Muhammad Muneer
Piccolo,2.36,0.0,0,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
Pickles,1.68,3.0,58.8,Cucumber pickled,gms,0.017,100.0,1.681,All,Muhammad Muneer
Pistachio Croissant,4.85,0.0,0,Pistachio Croissants ( Flaky&Cream),piece,4.85,1.0,4.85,All,Muhammad Muneer
Pistachio Croissant,4.85,25.0,20.37,Pistachio Croissants ( Flaky&Cream),piece,4.85,1.0,4.85,All,Muhammad Muneer
Pistachio Swirl,4.85,20.0,25.46,Pistachio Croissants ( Flaky&Cream),piece,4.85,1.0,4.85,All,Muhammad Muneer
Pistachio Swirl,4.85,0.0,0,Pistachio Croissants ( Flaky&Cream),piece,4.85,1.0,4.85,All,Muhammad Muneer
Pocket Tagine Chicken Olives,6.2,0.0,0,Pocket Tagine Chicken,piece,6.201,1.0,6.201,All,Muhammad Muneer
Pocket Tajine Chicken,6.2,45.0,14.47,Pocket Tagine Chicken,piece,6.201,1.0,6.201,All,Muhammad Muneer
Pocket Tajine Lamb,13.59,55.0,25.94,Pocket Tagine lamb with prunes,piece,13.586,1.0,13.586,All,Muhammad Muneer
Potato Fingers,2.51,12.0,21.96,Potato fingers,piece,0.418,6.0,2.51,All,Jawad
quinoa salad,8.27,0.0,0,Tomato Chopped,gms,0.006,20.0,0.127,All,Jawad
quinoa salad,8.27,0.0,0,Radish Red local,gms,0.02,8.0,0.16,All,Jawad
quinoa salad,8.27,0.0,0,Quinoa white,gms,0.028,60.0,1.65,All,Jawad
quinoa salad,8.27,0.0,0,Lettuce Mesclun Mix,gms,0.064,30.0,1.928,All,Jawad
quinoa salad,8.27,0.0,0,Onion Red,gms,0.004,6.0,0.022,All,Jawad
quinoa salad,8.27,0.0,0,Chickpeas white,kg,10.5,0.03,0.315,All,Jawad
quinoa salad,8.27,0.0,0,Cucumber,gms,0.005,60.0,0.27,All,Jawad
quinoa salad,8.27,0.0,0,Cheese Feta Karalis,gms,0.076,50.0,3.8,All,Jawad
Raising Roll,2.59,0.0,0,Raising Roll,piece,2.588,1.0,2.588,All,Muhammad Muneer
Raspberry Coissant,5.05,0.0,0,Raspberry Croissant ( Flaky&Cream),piece,5.048,1.0,5.048,All,Muhammad Muneer
Raspberry Croissant,5.05,25.0,21.21,Raspberry Croissant ( Flaky&Cream),piece,5.048,1.0,5.048,All,Muhammad Muneer
Raspberry knot,3.54,0.0,0,Raspberry Knot,piece,3.537,1.0,3.537,All,Muhammad Muneer
Raspberry Soda,5.26,15.0,36.82,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,180.0,0.518,All,Jawad
Raspberry Soda,5.26,15.0,36.82,Puree Raspberry,gms,0.056,7.0,0.391,All,Jawad
Raspberry Soda,5.26,15.0,36.82,Raspberry Fresh,gms,0.12,25.0,3,All,Jawad
Raspberry Soda,5.26,15.0,36.82,Raspberry syrup homemade,gms,0.061,22.0,1.353,All,Jawad
Red Fruits,0.29,0.0,0,Red fruit Cream RAW,gms,0.048,0.67,0.032,All,Jawad
Red Fruits,0.29,0.0,0,Flour T55 Moul-Bie,kg,4.72,0.02514,0.119,All,Jawad
Red Fruits,0.29,0.0,0,Yeast Frozen Hirondelle,gms,0.015,0.67,0.01,All,Jawad
Red Fruits,0.29,0.0,0,Salt Nezo,gms,0.003,0.42,0.001,All,Jawad
Red Fruits,0.29,0.0,0,Egg Wheight,gms,0.009,5.03,0.044,All,Jawad
Red Fruits,0.29,0.0,0,Milk Nadec,ml,0.004,10.89,0.04,All,Jawad
Red Fruits,0.29,0.0,0,Butter Unsalted Block,gms,0.03,1.17,0.035,All,Jawad
Red Fruits,0.29,0.0,0,Sugar Regular,gms,0.003,1.68,0.005,All,Jawad
Rye Bread,4.73,15.0,33.11,Rye Bread,piece,4.727,1.0,4.727,All,Muhammad Muneer
Saffron Latte,4.31,27.0,16.76,Saffron Mixed Milk,ml,0.013,150.0,2.02,All,Muhammad Muneer
Saffron Latte,4.31,27.0,16.76,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,100.0,0.288,All,Muhammad Muneer
Saffron Latte,4.31,27.0,16.76,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
SALMON BENEDICT,8.86,38.0,24.48,Salmon Benedict,Portions,8.864,1.0,8.864,All,Muhammad Muneer
Sando Chicken,7.89,49.0,16.91,Sando Chicken,Portions,7.887,1.0,7.887,All,Muhammad Muneer
Sando Chicken,7.89,0.0,0,Sando Chicken,Portions,7.887,1.0,7.887,All,Muhammad Muneer
Sando Scramble Mushroom,7.92,0.0,0,Sando-Scramble Egg,Portions,7.92,1.0,7.92,All,Muhammad Muneer
Sando Scramble Mushroom,7.92,39.0,21.32,Sando-Scramble Egg,Portions,7.92,1.0,7.92,All,Muhammad Muneer
Sando Shrimp,12.52,55.0,23.9,Sando Shrimp,Portions,12.515,1.0,12.515,All,Muhammad Muneer
Sando Shrimp,12.52,0.0,0,Sando Shrimp,Portions,12.515,1.0,12.515,All,Muhammad Muneer
Scrambled Eggs Sourdough Toast,5.18,37.0,14.73,Rye Bread,piece,4.727,0.3,1.418,All,Muhammad Muneer
Scrambled Eggs Sourdough Toast,5.18,37.0,14.73,Egg Unit,piece,0.589,3.0,1.767,All,Muhammad Muneer
Scrambled Eggs Sourdough Toast,5.18,37.0,14.73,Mushroom Button,gms,0.02,100.0,2,All,Muhammad Muneer
Shrimp Sandough,12.52,0.0,0,Sando Shrimp,Portions,12.515,1.0,12.515,All,Muhammad Muneer
Signature Alfredo croissant,49.58,0.0,0,Parsley Leaves,gms,0.009,1.0,0.009,All,Jawad
Signature Alfredo croissant,49.58,0.0,0,Cheese Parmesan Block,gms,0.043,20.0,0.859,All,Jawad
Signature Alfredo croissant,49.58,0.0,0,Chicken Breast 1000 gms,gms,0.038,120.0,4.575,All,Jawad
Signature Alfredo croissant,49.58,0.0,0,croissant dough,gms,0.603,70.0,42.207,All,Jawad
Signature Alfredo croissant,49.58,0.0,0,Salt Nezo,gms,0.003,1.0,0.003,All,Jawad
Signature Alfredo croissant,49.58,0.0,0,Lettuce Mesclun Mix,gms,0.064,30.0,1.928,All,Jawad
Skimmed Milk,0.57,0.0,0,Almarai Low Fat Milk Screwcap With Vitamin 1Ltr,Litre,3.83,0.15,0.575,All,Jawad
South African Honeybush,3.45,23.0,15.75,Honeybush Chocolate (Avantcha Tea),gms,0.317,10.0,3.171,All,Muhammad Muneer
South African Honeybush,3.45,23.0,15.75,"Water Al Ain bottled 1,5 L",ml,0.001,300.0,0.275,All,Muhammad Muneer
spanish latte,3.95,3.0,138.25,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
spanish latte,3.95,3.0,138.25,Spanish mixed milk,ml,0.01,200.0,1.939,All,Muhammad Muneer
Spanish Latte,4.23,27.0,16.45,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
Spanish Latte,4.23,27.0,16.45,Spanish mixed milk,ml,0.01,200.0,1.939,All,Muhammad Muneer
Spanish Latte,4.23,27.0,16.45,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,100.0,0.288,All,Muhammad Muneer
Sparkling Water 330 ml,2.18,10.0,22.89,Water sparkling (330 ml) - Al Ain Glass Bottle,ml,0.007,330.0,2.181,All,Muhammad Muneer
Sparkling Water 750 ml,2.16,14.0,16.2,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,750.0,2.159,All,Muhammad Muneer
Sparkling Water Pack-6,13.08,15.0,91.56,Water sparkling (330 ml) - Al Ain Glass Bottle,ml,0.007,1980.0,13.084,All,Muhammad Muneer
Special Blend,2.01,0.0,0,Brazil Santa Ines Luiz Paulo Pereira (1kg),gms,0.1,20.0,2.006,All,Muhammad Muneer
Special Daba Bread,0.81,0.0,0,Daba Special Bread,piece,0.814,1.0,0.814,All,Muhammad Muneer
Spicy Chicken Burger,3.94,49.0,8.44,Spicy Chicken Burger,piece,3.938,1.0,3.938,All,Muhammad Muneer
Spicy Chicken Burger,3.94,0.0,0,Spicy Chicken Burger,piece,3.938,1.0,3.938,All,Muhammad Muneer
Still Water (330),2.04,8.0,26.91,Water still (330 ml ) - Al Ain Glass bottle,ml,0.006,330.0,2.045,All,Muhammad Muneer
Still Water 750 ml,4.16,12.0,36.4,Water still (750 ml) - Al Ain glass bottle,ml,0.006,750.0,4.163,All,Muhammad Muneer
Strawberry Mojito,5.67,21.0,28.35,Strawberry Mojito,ml,0.026,220.0,5.67,All,Muhammad Muneer
Strawberry Mojito,5.67,0.0,0,Strawberry Mojito,ml,0.026,220.0,5.67,All,Muhammad Muneer
Strawberry Soda,2.76,0.0,0,Water sparkling (750 ml) - Al Ain Glass Bottle,ml,0.003,180.0,0.518,All,Jawad
Strawberry Soda,2.76,0.0,0,Strawberry Fresh,gms,0.048,25.0,1.2,All,Jawad
Strawberry Soda,2.76,0.0,0,Strawberry syrup homemade,gms,0.037,22.0,0.818,All,Jawad
Strawberry Soda,2.76,0.0,0,Puree Strawberry,gms,0.032,7.0,0.224,All,Jawad
Sweet potato fries,1.89,10.0,19.85,Sweet potatoes,kg,12.623,0.15,1.893,All,Jawad
Tabboulleh Salad,2.51,0.0,0,Sweet potatoes,kg,12.623,0.03,0.379,All,Jawad
Tabboulleh Salad,2.51,0.0,0,Tomato Cherry Red,gms,0.024,20.0,0.48,All,Jawad
Tabboulleh Salad,2.51,0.0,0,Tabouleh Couscous Medium Kent,gms,0.013,100.0,1.269,All,Jawad
Tabboulleh Salad,2.51,0.0,0,Cucumber,gms,0.005,60.0,0.27,All,Jawad
Tabboulleh Salad,2.51,0.0,0,Lettuce Romaine,gms,0.006,20.0,0.11,All,Jawad
Triple Layer Chocolate Cake,6.06,0.0,0,Triple Layer Chocolate Cake - Slice,Slice,6.064,1.0,6.064,All,Muhammad Muneer
Triple Layer Chocolate - Full Cake,48.51,259.0,19.67,Triple Layer Chocolate Cake - Slice,Slice,6.064,8.0,48.51,All,Muhammad Muneer
Umami Burger,11.86,0.0,0,Umami Burger,piece,11.864,1.0,11.864,All,Muhammad Muneer
Umami Burger,11.86,59.0,21.11,Umami Burger,piece,11.864,1.0,11.864,All,Muhammad Muneer
Umami Sauce,1.16,3.0,40.6,Nori Sauce,gms,0.015,80.0,1.163,All,Muhammad Muneer
V60,6.7,8.0,87.94,Colombia Luz Helena Castillo Peach,gms,0.335,20.0,6.7,All,Muhammad Muneer
Vienna Bread,0.73,10.0,7.66,Pain au lait,piece,0.73,1.0,0.73,All,Muhammad Muneer
Vienna Choco Bread,1.4,12.0,12.34,Pain au lait chocolate,piece,1.405,1.0,1.405,All,Muhammad Muneer
Viennese Bread Chocolate,1.4,0.0,0,Pain au lait chocolate,piece,1.405,1.0,1.405,All,Muhammad Muneer
waffle - chocolate,1.33,0.0,0,Yeast Frozen Hirondelle,gms,0.015,0.75,0.011,All,Jawad
waffle - chocolate,1.33,0.0,0,Egg Unit,piece,0.589,0.1,0.059,All,Jawad
waffle - chocolate,1.33,0.0,0,Flour T55 Moul-Bie,kg,4.72,0.025,0.118,All,Jawad
waffle - chocolate,1.33,0.0,0,Salt Nezo,gms,0.003,0.5,0.002,All,Jawad
waffle - chocolate,1.33,0.0,0,Sugar Regular,gms,0.003,2.25,0.007,All,Jawad
waffle - chocolate,1.33,0.0,0,Milk Nadec,ml,0.004,12.5,0.046,All,Jawad
waffle - chocolate,1.33,0.0,0,Chocolate Sticks Bake Stable,gms,0.07,10.0,0.7,All,Jawad
waffle - chocolate,1.33,0.0,0,Sugar Pearl Belgium,gms,0.001,10.0,0.012,All,Jawad
waffle - chocolate,1.33,0.0,0,Butter Unsalted Block,gms,0.03,12.5,0.373,All,Jawad
waffle - original,0.63,0.0,0,Butter Unsalted Block,gms,0.03,12.5,0.373,All,Jawad
waffle - original,0.63,0.0,0,Yeast Frozen Hirondelle,gms,0.015,0.75,0.011,All,Jawad
waffle - original,0.63,0.0,0,Egg Unit,piece,0.589,0.1,0.059,All,Jawad
waffle - original,0.63,0.0,0,Milk Nadec,ml,0.004,12.5,0.046,All,Jawad
waffle - original,0.63,0.0,0,Sugar Regular,gms,0.003,2.25,0.007,All,Jawad
waffle - original,0.63,0.0,0,Salt Nezo,gms,0.003,0.5,0.002,All,Jawad
waffle - original,0.63,0.0,0,Flour T55 Moul-Bie,kg,4.72,0.025,0.118,All,Jawad
waffle - original,0.63,0.0,0,Sugar Pearl Belgium,gms,0.001,10.0,0.012,All,Jawad
Whole Milk,0.88,0.0,0,Milk Full Cream,ml,0.004,200.0,0.884,All,Muhammad Muneer
Whole-Wheat Bread,8.26,0.0,0,Flour T130 Viron,kg,10.32,0.11,1.135,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Alpro Barista Almond Pro,ml,0.01,330.0,3.43,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Sugar Regular,gms,0.003,70.0,0.207,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Oil Pomace Olive,ml,0.027,20.0,0.538,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Yeast Frozen Hirondelle,gms,0.015,12.0,0.18,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Flour T55 Moul-Bie,kg,4.72,0.56,2.643,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,Salt Nezo,gms,0.003,8.0,0.026,All,Jawad
Whole-Wheat Bread,8.26,0.0,0,"Water Al Ain bottled 1,5 L",ml,0.001,110.0,0.101,All,Jawad
Wild Berries,6.4,26.0,25.85,Sprite Zero,ml,0.005,100.0,0.463,All,Muhammad Muneer
Wild Berries,6.4,26.0,25.85,Blueberry Fresh,gms,0.076,5.0,0.38,All,Muhammad Muneer
Wild Berries,6.4,26.0,25.85,Raspberry Fresh,gms,0.12,5.0,0.6,All,Muhammad Muneer
Wild Berries,6.4,26.0,25.85,Puree Blueberry,gms,0.067,30.0,1.998,All,Muhammad Muneer
Wild Berries,6.4,26.0,25.85,Puree Raspberry,gms,0.056,30.0,1.677,All,Muhammad Muneer
Wild Berries,6.4,26.0,25.85,Puree Strawberry,gms,0.032,40.0,1.282,All,Muhammad Muneer
